pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags
2018-06-19 11:04:50.792000,2018-06-19 15:05:9.300000,227109.300,35.3259584733,-78.5109818397,35.6975,0.0080,0.0180,16,4
2018-06-19 11:04:50.851000,2018-06-19 15:05:9.400000,227109.400,35.3259584672,-78.5109818290,35.6975,0.0080,0.0190,16,4
2018-06-19 11:04:50.890000,2018-06-19 15:05:9.500000,227109.500,35.3259584611,-78.5109818432,35.6974,0.0080,0.0190,16,4
2018-06-19 11:04:50.989000,2018-06-19 15:05:9.600000,227109.600,35.3259584625,-78.5109818506,35.7007,0.0080,0.0190,16,4
2018-06-19 11:04:51.032000,2018-06-19 15:05:9.700000,227109.700,35.3259584578,-78.5109818420,35.7018,0.0080,0.0200,16,4
2018-06-19 11:04:51.089000,2018-06-19 15:05:9.800000,227109.800,35.3259584508,-78.5109818434,35.7014,0.0080,0.0200,16,4
2018-06-19 11:04:51.128000,2018-06-19 15:05:9.900000,227109.900,35.3259584535,-78.5109818444,35.7004,0.0090,0.0200,16,4
2018-06-19 11:04:51.261000,2018-06-19 15:05:10.000000,227110.000,35.3259584305,-78.5109818794,35.7023,0.0090,0.0200,16,4
2018-06-19 11:04:51.330000,2018-06-19 15:05:10.100000,227110.100,35.3259583715,-78.5109819026,35.7043,0.0090,0.0210,16,4
2018-06-19 11:04:51.459000,2018-06-19 15:05:10.200000,227110.200,35.3259582943,-78.5109819866,35.7064,0.0090,0.0210,16,4
2018-06-19 11:04:51.557000,2018-06-19 15:05:10.300000,227110.300,35.3259581904,-78.5109820829,35.7080,0.0090,0.0210,16,4
2018-06-19 11:04:51.648000,2018-06-19 15:05:10.400000,227110.400,35.3259580782,-78.5109821899,35.7068,0.0090,0.0220,16,4
2018-06-19 11:04:51.740000,2018-06-19 15:05:10.500000,227110.500,35.3259579276,-78.5109823091,35.7087,0.0090,0.0220,16,4
2018-06-19 11:04:51.846000,2018-06-19 15:05:10.600000,227110.600,35.3259577702,-78.5109824399,35.7079,0.0090,0.0220,16,4
2018-06-19 11:04:51.933000,2018-06-19 15:05:10.700000,227110.700,35.3259575771,-78.5109826212,35.7064,0.0090,0.0220,16,4
2018-06-19 11:04:52.067000,2018-06-19 15:05:10.800000,227110.800,35.3259573632,-78.5109828317,35.7119,0.0100,0.0230,16,4
2018-06-19 11:04:52.135000,2018-06-19 15:05:10.900000,227110.900,35.3259571343,-78.5109830531,35.7116,0.0100,0.0230,16,4
2018-06-19 11:04:52.248000,2018-06-19 15:05:11.000000,227111.000,35.3259568658,-78.5109832804,35.7107,0.0100,0.0230,16,4
2018-06-19 11:04:52.330000,2018-06-19 15:05:11.100000,227111.100,35.3259565962,-78.5109835922,35.7009,0.0080,0.0180,16,4
2018-06-19 11:04:52.442000,2018-06-19 15:05:11.200000,227111.200,35.3259562770,-78.5109838807,35.7051,0.0080,0.0180,16,4
2018-06-19 11:04:52.544000,2018-06-19 15:05:11.300000,227111.300,35.3259559505,-78.5109841445,35.7015,0.0080,0.0180,16,4
2018-06-19 11:04:52.658000,2018-06-19 15:05:11.400000,227111.400,35.3259556048,-78.5109844633,35.6996,0.0080,0.0190,16,4
2018-06-19 11:04:52.739000,2018-06-19 15:05:11.500000,227111.500,35.3259552148,-78.5109848458,35.7033,0.0080,0.0190,16,4
2018-06-19 11:04:52.856000,2018-06-19 15:05:11.600000,227111.600,35.3259547939,-78.5109852319,35.7050,0.0080,0.0190,16,4
2018-06-19 11:04:52.937000,2018-06-19 15:05:11.700000,227111.700,35.3259543537,-78.5109856114,35.7029,0.0080,0.0200,16,4
2018-06-19 11:04:53.031000,2018-06-19 15:05:11.800000,227111.800,35.3259539239,-78.5109860290,35.6991,0.0080,0.0200,16,4
2018-06-19 11:04:53.127000,2018-06-19 15:05:11.900000,227111.900,35.3259534538,-78.5109864521,35.7053,0.0090,0.0200,16,4
2018-06-19 11:04:53.257000,2018-06-19 15:05:12.000000,227112.000,35.3259529433,-78.5109869159,35.7041,0.0090,0.0200,16,4
2018-06-19 11:04:53.331000,2018-06-19 15:05:12.100000,227112.100,35.3259523971,-78.5109874095,35.7037,0.0090,0.0210,16,4
2018-06-19 11:04:53.465000,2018-06-19 15:05:12.200000,227112.200,35.3259518391,-78.5109879285,35.7033,0.0090,0.0210,16,4
2018-06-19 11:04:53.574000,2018-06-19 15:05:12.300000,227112.300,35.3259512565,-78.5109884513,35.7045,0.0090,0.0210,16,4
2018-06-19 11:04:53.646000,2018-06-19 15:05:12.400000,227112.400,35.3259506485,-78.5109889421,35.7052,0.0090,0.0220,16,4
2018-06-19 11:04:53.722000,2018-06-19 15:05:12.500000,227112.500,35.3259500221,-78.5109895148,35.6998,0.0090,0.0220,16,4
2018-06-19 11:04:53.857000,2018-06-19 15:05:12.600000,227112.600,35.3259493535,-78.5109900818,35.7059,0.0090,0.0220,16,4
2018-06-19 11:04:53.931000,2018-06-19 15:05:12.700000,227112.700,35.3259486857,-78.5109906445,35.7049,0.0090,0.0220,16,4
2018-06-19 11:04:54.071000,2018-06-19 15:05:12.800000,227112.800,35.3259479992,-78.5109912231,35.7058,0.0100,0.0230,16,4
2018-06-19 11:04:54.130000,2018-06-19 15:05:12.900000,227112.900,35.3259473159,-78.5109917917,35.7056,0.0100,0.0230,16,4
2018-06-19 11:04:54.242000,2018-06-19 15:05:13.000000,227113.000,35.3259466197,-78.5109922798,35.7040,0.0100,0.0230,16,4
2018-06-19 11:04:54.333000,2018-06-19 15:05:13.100000,227113.100,35.3259459846,-78.5109928972,35.7041,0.0080,0.0180,16,4
2018-06-19 11:04:54.479000,2018-06-19 15:05:13.200000,227113.200,35.3259453310,-78.5109933947,35.7026,0.0080,0.0180,16,4
2018-06-19 11:04:54.558000,2018-06-19 15:05:13.300000,227113.300,35.3259446658,-78.5109939398,35.7009,0.0080,0.0180,16,4
2018-06-19 11:04:54.654000,2018-06-19 15:05:13.400000,227113.400,35.3259440290,-78.5109944138,35.7030,0.0080,0.0190,16,4
2018-06-19 11:04:54.727000,2018-06-19 15:05:13.500000,227113.500,35.3259434195,-78.5109948899,35.7046,0.0080,0.0190,16,4
2018-06-19 11:04:54.862000,2018-06-19 15:05:13.600000,227113.600,35.3259428318,-78.5109953442,35.7025,0.0080,0.0190,16,4
2018-06-19 11:04:54.928000,2018-06-19 15:05:13.700000,227113.700,35.3259422254,-78.5109958444,35.7061,0.0080,0.0200,16,4
2018-06-19 11:04:55.066000,2018-06-19 15:05:13.800000,227113.800,35.3259416326,-78.5109962856,35.7014,0.0080,0.0200,16,4
2018-06-19 11:04:55.133000,2018-06-19 15:05:13.900000,227113.900,35.3259410336,-78.5109967409,35.7020,0.0090,0.0200,16,4
2018-06-19 11:04:55.282000,2018-06-19 15:05:14.000000,227114.000,35.3259404382,-78.5109971755,35.7009,0.0090,0.0200,16,4
2018-06-19 11:04:55.352000,2018-06-19 15:05:14.100000,227114.100,35.3259398164,-78.5109976899,35.6958,0.0090,0.0210,16,4
2018-06-19 11:04:55.454000,2018-06-19 15:05:14.200000,227114.200,35.3259391344,-78.5109981721,35.7012,0.0090,0.0210,16,4
2018-06-19 11:04:55.565000,2018-06-19 15:05:14.300000,227114.300,35.3259384219,-78.5109987002,35.7033,0.0090,0.0210,16,4
2018-06-19 11:04:55.681000,2018-06-19 15:05:14.400000,227114.400,35.3259377035,-78.5109992390,35.7004,0.0090,0.0220,16,4
2018-06-19 11:04:55.728000,2018-06-19 15:05:14.500000,227114.500,35.3259369653,-78.5109997784,35.7018,0.0090,0.0220,16,4
2018-06-19 11:04:55.842000,2018-06-19 15:05:14.600000,227114.600,35.3259362151,-78.5110003609,35.6959,0.0090,0.0220,16,4
2018-06-19 11:04:55.930000,2018-06-19 15:05:14.700000,227114.700,35.3259354298,-78.5110009457,35.7011,0.0090,0.0220,16,4
2018-06-19 11:04:56.036000,2018-06-19 15:05:14.800000,227114.800,35.3259346078,-78.5110015398,35.7007,0.0100,0.0230,16,4
2018-06-19 11:04:56.133000,2018-06-19 15:05:14.900000,227114.900,35.3259337458,-78.5110021354,35.7022,0.0100,0.0230,16,4
2018-06-19 11:04:56.259000,2018-06-19 15:05:15.000000,227115.000,35.3259328878,-78.5110027700,35.6995,0.0100,0.0230,16,4
2018-06-19 11:04:56.333000,2018-06-19 15:05:15.100000,227115.100,35.3259320021,-78.5110034396,35.7065,0.0080,0.0180,16,4
2018-06-19 11:04:56.465000,2018-06-19 15:05:15.200000,227115.200,35.3259310976,-78.5110040385,35.7053,0.0080,0.0180,16,4
2018-06-19 11:04:56.533000,2018-06-19 15:05:15.300000,227115.300,35.3259301516,-78.5110046682,35.7063,0.0080,0.0180,16,4
2018-06-19 11:04:56.652000,2018-06-19 15:05:15.400000,227115.400,35.3259291920,-78.5110053328,35.7075,0.0080,0.0190,16,4
2018-06-19 11:04:56.732000,2018-06-19 15:05:15.500000,227115.500,35.3259282182,-78.5110059878,35.7074,0.0080,0.0190,16,4
2018-06-19 11:04:56.859000,2018-06-19 15:05:15.600000,227115.600,35.3259272075,-78.5110066808,35.7111,0.0080,0.0190,16,4
2018-06-19 11:04:56.928000,2018-06-19 15:05:15.700000,227115.700,35.3259261724,-78.5110073679,35.7117,0.0080,0.0200,16,4
2018-06-19 11:04:57.043000,2018-06-19 15:05:15.800000,227115.800,35.3259251039,-78.5110080438,35.7116,0.0080,0.0200,16,4
2018-06-19 11:04:57.148000,2018-06-19 15:05:15.900000,227115.900,35.3259240179,-78.5110087454,35.7131,0.0090,0.0200,16,4
2018-06-19 11:04:57.240000,2018-06-19 15:05:16.000000,227116.000,35.3259229195,-78.5110094635,35.7133,0.0090,0.0200,16,4
2018-06-19 11:04:57.333000,2018-06-19 15:05:16.100000,227116.100,35.3259217911,-78.5110101690,35.7138,0.0090,0.0210,16,4
2018-06-19 11:04:57.467000,2018-06-19 15:05:16.200000,227116.200,35.3259206288,-78.5110108957,35.7166,0.0090,0.0210,16,4
2018-06-19 11:04:57.575000,2018-06-19 15:05:16.300000,227116.300,35.3259194429,-78.5110116226,35.7121,0.0090,0.0210,16,4
2018-06-19 11:04:57.668000,2018-06-19 15:05:16.400000,227116.400,35.3259182222,-78.5110123862,35.7117,0.0090,0.0220,16,4
2018-06-19 11:04:57.730000,2018-06-19 15:05:16.500000,227116.500,35.3259170087,-78.5110131285,35.7150,0.0090,0.0220,16,4
2018-06-19 11:04:57.843000,2018-06-19 15:05:16.600000,227116.600,35.3259157597,-78.5110138917,35.7160,0.0090,0.0220,16,4
2018-06-19 11:04:57.933000,2018-06-19 15:05:16.700000,227116.700,35.3259144828,-78.5110146670,35.7133,0.0090,0.0220,16,4
2018-06-19 11:04:58.075000,2018-06-19 15:05:16.800000,227116.800,35.3259132048,-78.5110154670,35.7121,0.0100,0.0230,16,4
2018-06-19 11:04:58.132000,2018-06-19 15:05:16.900000,227116.900,35.3259118984,-78.5110162748,35.7129,0.0100,0.0230,16,4
2018-06-19 11:04:58.278000,2018-06-19 15:05:17.000000,227117.000,35.3259105746,-78.5110170538,35.7162,0.0100,0.0230,16,4
2018-06-19 11:04:58.337000,2018-06-19 15:05:17.100000,227117.100,35.3259092577,-78.5110178487,35.7176,0.0080,0.0180,16,4
2018-06-19 11:04:58.463000,2018-06-19 15:05:17.200000,227117.200,35.3259078880,-78.5110186626,35.7229,0.0080,0.0180,16,4
2018-06-19 11:04:58.537000,2018-06-19 15:05:17.300000,227117.300,35.3259064931,-78.5110195077,35.7183,0.0080,0.0180,16,4
2018-06-19 11:04:58.655000,2018-06-19 15:05:17.400000,227117.400,35.3259050597,-78.5110203348,35.7176,0.0080,0.0190,16,4
2018-06-19 11:04:58.750000,2018-06-19 15:05:17.500000,227117.500,35.3259035972,-78.5110211942,35.7185,0.0080,0.0190,16,4
2018-06-19 11:04:58.875000,2018-06-19 15:05:17.600000,227117.600,35.3259021208,-78.5110220881,35.7202,0.0080,0.0190,16,4
2018-06-19 11:04:58.928000,2018-06-19 15:05:17.700000,227117.700,35.3259006095,-78.5110229915,35.7213,0.0080,0.0200,16,4
2018-06-19 11:04:59.035000,2018-06-19 15:05:17.800000,227117.800,35.3258990650,-78.5110238600,35.7184,0.0080,0.0200,16,4
2018-06-19 11:04:59.124000,2018-06-19 15:05:17.900000,227117.900,35.3258974576,-78.5110247381,35.7204,0.0090,0.0200,16,4
2018-06-19 11:04:59.258000,2018-06-19 15:05:18.000000,227118.000,35.3258958428,-78.5110256200,35.7210,0.0090,0.0200,16,4
